date,liquidity_ratio,loan_to_deposit_ratio
2015-12-01,42.3471468479205,69.5776893351789
2016-12-01,45.95,79.95
2017-12-01,54.789699142095394,72.84134984338374
2018-12-01,65.0440239278118,60.162590603694895
2019-12-01,104.20235682945284,58.72568856206903
2020-12-01,67.59853678052139,60.333216131678434
2021-12-01,61.195,60.4775
2022-12-01,54.93408665872664,61.69554590186831
2023-12-01,51.96605486825669,63.45327033645039
2024-12-01,45.163825050802956,57.57028237701421
